BPCOD,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_9,BP1_11,BP1_34
4,6,1,1,2,2,NA,NA,60000
2,6,1,1,4,1,NA,NA,1000
7,4,1,1,2,4,NA,NA,12000
11,11,1,1,2,1,1,3,0
9,8,1,1,1,2,2,8,0
2,99,1,1,2,1,NA,NA,700
5,99,1,1,4,1,2,9,200
9,11,1,1,1,2,1,9,0
2,9,1,1,3,1,NA,NA,9999999
11,12,1,1,3,1,2,4,0
8,1,1,1,2,8,NA,NA,3500
8,11,1,1,9,8,NA,NA,5000
2,5,1,1,2,1,NA,NA,3000
7,10,1,1,2,4,NA,NA,3000
5,9,1,1,2,1,1,3,4000
2,3,1,1,3,2,NA,NA,1000
2,4,1,1,4,1,NA,NA,2000
2,4,1,1,4,1,NA,NA,1600
7,4,1,1,2,1,NA,NA,NA
2,9,1,1,3,1,NA,NA,8000
3,99,1,1,4,2,NA,NA,0
7,7,1,1,1,4,NA,NA,200
3,8,1,1,3,2,NA,NA,50
9,3,1,1,2,2,1,9,15000
3,7,1,1,3,1,NA,NA,NA
9,4,1,1,2,2,2,8,0
2,3,1,1,2,1,NA,NA,0
3,5,1,1,9,2,NA,NA,2000
7,8,1,1,4,2,NA,NA,0
5,7,1,1,4,1,9,9,10000
2,2,1,1,4,1,NA,NA,4000
2,4,1,1,4,1,NA,NA,1000
6,9,1,1,2,3,NA,NA,13000
13,2,1,1,3,3,1,4,0
7,9,1,1,2,1,NA,NA,800
15,11,1,1,2,1,2,4,5000
9,9,1,1,1,2,2,8,NA
4,6,1,1,4,2,1,3,0
11,5,1,1,1,1,2,3,0
2,10,1,1,4,1,NA,NA,5000
6,99,1,1,2,5,NA,NA,3000
2,5,1,1,4,1,NA,NA,2700
7,1,1,1,9,4,NA,NA,500
2,12,1,1,4,2,NA,NA,15000
8,4,1,1,2,2,NA,NA,7000
2,2,1,1,3,1,NA,NA,NA
3,7,1,1,4,2,NA,NA,9999999
2,7,1,1,3,1,NA,NA,NA
10,9,1,1,2,5,1,5,0
9,99,1,1,2,2,9,9,NA
8,9,1,1,1,4,NA,NA,10000
7,2,1,1,2,2,NA,NA,3000
8,11,1,1,2,2,NA,NA,10000
4,99,1,1,1,2,NA,NA,0
4,1,1,1,4,2,3,3,NA
4,6,1,1,1,2,1,4,0
2,10,1,1,2,2,1,5,7000
4,8,1,1,1,2,NA,NA,0
2,1,1,1,4,1,NA,NA,1600
7,1,1,1,2,4,NA,NA,1000
2,99,1,1,4,1,NA,NA,500
4,3,1,1,3,2,NA,NA,1000
3,1,1,1,2,1,NA,NA,NA
13,2,1,1,2,1,1,3,0
2,5,1,1,3,1,NA,NA,0
9,6,1,1,1,2,NA,NA,NA
13,7,1,1,1,3,1,5,0
2,1,1,1,4,1,NA,NA,NA
3,12,1,1,4,2,NA,NA,800
2,12,1,1,4,5,NA,NA,1000
2,10,1,1,3,1,NA,NA,1000
2,8,1,1,4,1,NA,NA,1000
2,12,1,1,4,1,NA,NA,2000
11,7,1,1,2,1,6,8,0
5,7,1,1,3,3,4,2,17000
3,11,1,1,2,2,NA,NA,0
13,12,1,1,1,6,1,5,0
7,11,1,1,9,1,NA,NA,0
4,2,1,1,1,2,NA,NA,400
9,3,1,1,1,2,2,8,NA
4,12,1,1,3,2,1,3,0
7,4,1,1,2,3,NA,NA,1000
4,99,1,1,2,2,NA,NA,30000
2,1,1,1,3,1,NA,NA,2500
4,7,1,1,3,2,NA,NA,150000
3,99,1,1,9,1,NA,NA,4000
7,2,1,1,9,9,NA,NA,3500
2,10,1,1,3,1,NA,NA,0
5,10,1,1,3,1,1,5,10000
6,2,1,1,3,5,2,3,0
3,1,1,1,3,1,NA,NA,NA
4,9,1,1,3,2,NA,NA,800
2,12,1,1,2,1,NA,NA,5000
9,5,1,1,2,2,1,9,0
5,5,1,1,3,1,1,5,6000
4,8,1,1,1,2,1,5,0
13,2,1,1,3,2,2,4,NA
7,12,1,1,2,8,NA,NA,0
3,99,1,1,1,3,NA,NA,1000
8,4,1,1,1,2,NA,NA,8500
13,9,1,1,2,1,2,4,0
10,8,1,1,2,2,6,8,6000
9,4,1,1,3,3,1,5,NA
4,2,1,1,9,2,NA,NA,40000
2,2,1,1,4,1,NA,NA,800
8,4,1,1,2,2,NA,NA,NA
3,12,1,1,3,2,NA,NA,NA
13,2,1,1,3,1,1,4,NA
2,4,1,1,4,1,NA,NA,5000
9,4,1,1,1,1,1,6,0
9,10,1,1,2,2,4,5,0
3,99,1,1,9,2,NA,NA,NA
8,3,1,1,3,8,NA,NA,1400
4,12,1,1,2,2,1,5,NA
2,12,1,1,3,1,NA,NA,2500
5,10,1,1,3,1,2,4,12000
11,9,1,1,3,1,1,3,0
3,6,1,1,3,2,NA,NA,200
9,1,1,1,1,3,1,9,0
13,4,1,1,1,6,1,3,0
8,12,1,1,1,1,NA,NA,56000
9,2,1,1,2,1,1,4,0
8,11,1,1,2,2,NA,NA,500
9,99,1,1,1,2,1,9,0
4,2,1,1,4,2,NA,NA,6000
4,3,1,1,3,2,NA,NA,NA
9,6,1,1,4,2,NA,NA,NA
4,2,1,1,4,2,2,3,NA
7,9,1,1,3,2,NA,NA,250
3,1,1,1,2,2,NA,NA,NA
4,6,1,1,3,2,NA,NA,0
3,7,1,1,3,2,NA,NA,50
7,6,1,1,1,2,NA,NA,10000
1,8,1,1,2,1,1,4,10000
7,11,1,1,3,2,NA,NA,4500
4,3,1,1,1,2,NA,NA,15000
2,99,1,1,4,2,NA,NA,4000
5,2,1,1,1,6,1,9,1800
3,99,1,1,4,2,NA,NA,0
5,8,1,1,2,5,2,5,4500
7,10,1,1,1,2,NA,NA,20000
2,99,1,1,4,1,NA,NA,1200
2,12,1,1,3,1,1,4,23000
2,9,1,1,2,2,1,4,1000
6,2,1,1,3,1,NA,NA,10000
4,1,1,1,3,2,2,3,0
6,9,1,1,3,2,NA,NA,5000
2,9,1,1,3,1,NA,NA,15000
2,7,1,1,4,1,NA,NA,10000
9,1,1,1,1,3,NA,NA,NA
1,4,1,1,4,2,NA,NA,2000
8,2,1,1,2,8,NA,NA,500
2,7,1,1,4,2,2,2,1000
8,9,1,1,3,2,NA,NA,700
11,11,1,1,3,1,2,3,0
3,5,1,1,4,2,NA,NA,700
3,1,1,1,3,1,NA,NA,9999999
2,7,1,1,2,4,NA,NA,4000
2,11,1,1,1,1,NA,NA,NA
2,10,1,1,4,2,NA,NA,600
13,3,1,1,2,1,1,4,0
4,11,1,1,4,2,NA,NA,9999999
3,12,1,1,3,2,NA,NA,NA
9,7,1,1,3,2,1,9,NA
1,2,1,1,1,1,NA,NA,60000
3,12,1,1,4,2,NA,NA,0
5,4,1,1,3,1,2,8,2000
2,12,1,1,3,1,NA,NA,1000
2,6,1,1,4,1,NA,NA,1000
3,9,1,1,4,2,NA,NA,0
2,3,1,1,3,1,NA,NA,1600
7,2,1,1,2,4,NA,NA,0
10,4,1,1,3,1,2,4,NA
8,6,1,1,2,2,NA,NA,3000
13,12,1,1,2,1,1,4,0
5,9,1,1,1,1,1,4,15000
9,4,1,1,3,1,1,9,0
8,3,1,1,9,2,NA,NA,1200
13,6,1,1,2,3,1,6,0
2,1,1,1,2,1,NA,NA,0
4,2,1,1,1,2,NA,NA,3000
3,6,1,1,3,2,NA,NA,500
11,3,1,1,3,1,2,8,0
3,6,1,1,4,2,NA,NA,1800
2,4,1,1,4,1,NA,NA,1600
3,7,1,1,2,2,NA,NA,NA
7,8,1,1,2,5,NA,NA,30000
2,11,1,1,4,2,NA,NA,600
8,11,1,1,2,2,NA,NA,400
4,9,1,1,2,2,NA,NA,1000
7,5,1,1,2,3,NA,NA,30000
10,3,1,1,9,2,1,4,0
13,11,1,1,3,1,2,5,0
2,9,1,1,2,1,NA,NA,2000
3,2,1,1,4,2,NA,NA,700
7,6,1,1,2,1,NA,NA,NA
8,6,1,1,1,8,NA,NA,100
2,9,1,1,3,1,2,3,4000
7,7,1,1,2,5,NA,NA,5000
2,4,1,1,3,1,NA,NA,2000
2,12,1,1,3,1,2,3,3500
2,3,1,1,1,1,NA,NA,1000
3,9,1,1,1,2,NA,NA,200
7,11,1,1,3,2,NA,NA,300
13,9,1,1,1,1,1,6,0
10,7,1,1,3,2,NA,NA,0
4,99,1,1,4,2,NA,NA,12000
3,10,1,1,2,2,NA,NA,800
2,2,1,1,3,1,NA,NA,6000
3,6,1,1,1,1,NA,NA,700
2,3,1,1,3,1,NA,NA,0
2,9,1,1,4,2,NA,NA,200
10,99,1,1,3,5,1,4,0
8,12,1,1,2,4,NA,NA,400
13,3,1,1,2,6,1,5,0
7,9,1,1,9,9,NA,NA,7000
6,4,1,1,4,2,NA,NA,1700
10,12,1,1,2,1,3,8,NA
4,5,1,1,3,2,NA,NA,3000
13,2,1,1,1,1,1,4,0
13,9,1,1,2,1,1,5,NA
3,1,1,1,4,2,NA,NA,700
11,12,1,1,3,1,1,4,0
10,8,1,1,2,5,1,5,0
11,11,1,1,1,1,1,3,0
2,9,1,1,9,1,NA,NA,NA
7,8,1,1,2,1,NA,NA,20000
7,3,1,1,1,3,NA,NA,3500
8,12,1,1,1,4,NA,NA,350
11,9,1,1,1,1,6,4,0
10,7,1,1,3,1,5,3,0
2,10,1,1,4,2,NA,NA,500
2,7,1,1,2,7,NA,NA,300000
13,2,1,1,2,6,1,5,0
10,10,1,1,2,2,2,4,NA
11,10,1,1,1,1,1,4,0
13,8,1,1,2,6,1,5,0
10,10,1,1,3,2,2,4,NA
3,99,1,1,2,2,NA,NA,600
4,10,1,1,4,2,NA,NA,9999999
1,11,1,1,3,5,NA,NA,0
3,3,1,1,2,2,NA,NA,300
3,8,1,1,4,2,NA,NA,NA
11,4,1,1,3,2,6,3,6000
2,7,1,1,4,1,NA,NA,1000
2,5,1,1,3,2,NA,NA,1800
3,11,1,1,3,2,NA,NA,50
13,2,1,1,2,6,1,4,0
3,9,1,1,4,3,NA,NA,1000
2,10,1,1,3,1,NA,NA,2500
2,12,1,1,3,1,NA,NA,4000
8,1,1,1,2,5,NA,NA,7000
4,99,1,1,3,2,NA,NA,NA
8,5,1,1,3,2,NA,NA,3000
3,8,1,1,1,1,NA,NA,NA
3,99,1,1,1,3,NA,NA,500
3,1,1,1,3,2,NA,NA,200
4,11,1,1,1,2,1,3,10000
13,12,1,1,1,3,1,6,0
4,99,1,1,3,2,NA,NA,NA
2,4,1,1,4,1,NA,NA,12000
10,7,1,1,2,2,3,8,0
2,3,1,1,2,1,NA,NA,60000
2,1,1,1,4,1,NA,NA,1600
5,6,9,15,2,1,5,5,0
7,9,9,15,3,2,NA,NA,NA
5,2,9,15,2,6,3,3,5000
5,1,9,15,2,1,2,4,4000
8,12,9,15,2,4,NA,NA,500
3,4,9,15,1,2,NA,NA,NA
2,5,9,15,3,1,NA,NA,15000
2,12,9,15,4,1,NA,NA,1200
5,5,9,15,2,6,2,4,10000
2,3,9,15,4,1,NA,NA,5000
5,12,9,15,2,1,3,3,8000
6,3,9,15,3,1,3,3,10000
11,12,9,15,2,4,1,4,0
2,11,9,15,4,1,NA,NA,9999999
3,5,9,15,4,3,NA,NA,500
5,7,9,15,2,6,2,3,6000
7,12,9,15,4,1,NA,NA,8000
5,5,9,15,3,1,2,3,2000
7,6,9,15,3,4,NA,NA,3000
10,8,9,15,3,5,3,4,NA
7,3,9,15,3,5,NA,NA,3000
5,10,9,15,2,6,1,9,3000
8,5,9,15,2,2,NA,NA,30000
5,4,9,15,2,6,3,8,3500
3,5,9,15,1,2,NA,NA,200
7,12,9,15,2,4,NA,NA,200
5,7,9,15,2,1,1,5,10000
13,1,9,15,2,1,1,5,0
2,9,9,15,4,1,NA,NA,2700
10,4,9,15,2,4,1,6,0
2,10,9,15,3,1,NA,NA,3000
13,12,9,15,3,3,1,4,0
2,8,9,15,4,1,NA,NA,6000
9,5,9,15,2,3,NA,NA,0
10,5,9,15,1,1,2,4,NA
7,11,9,15,2,1,NA,NA,NA
5,11,9,15,3,6,2,4,2500
1,2,9,15,2,1,2,5,160000
2,7,9,15,3,1,NA,NA,2000
11,2,9,15,1,6,2,4,0
9,3,9,15,3,2,NA,NA,NA
9,7,9,15,2,2,NA,NA,NA
8,11,9,15,2,4,NA,NA,2000
5,12,9,15,2,6,3,3,3000
3,4,9,15,3,1,NA,NA,0
10,8,9,15,3,1,1,4,0
5,10,9,15,1,1,2,3,1500
8,99,9,15,1,4,NA,NA,600
13,3,9,15,1,6,1,6,9999999
6,1,9,15,4,1,NA,NA,200
5,12,9,15,4,1,1,5,8000
2,3,9,15,2,1,NA,NA,8000
2,7,9,15,4,1,NA,NA,1500
10,2,9,15,2,1,1,6,NA
5,9,9,15,3,7,2,4,50000
2,11,9,15,1,1,NA,NA,8000
7,8,9,15,2,2,NA,NA,0
9,99,9,15,1,2,9,9,NA
8,8,9,15,2,4,NA,NA,6000
9,12,9,15,2,2,9,9,0
2,99,9,15,3,1,NA,NA,4000
13,10,9,15,1,6,1,4,9999999
5,6,9,15,4,1,2,3,50000
9,12,9,15,2,3,NA,NA,NA
13,11,9,15,3,3,2,4,0
2,7,9,15,4,1,NA,NA,15000
7,99,9,15,9,9,NA,NA,150000
3,12,9,15,4,2,NA,NA,3000
9,9,9,15,2,2,1,6,0
13,10,9,15,2,6,2,5,0
5,9,9,15,2,6,3,8,2000
3,10,9,15,2,2,NA,NA,2000
2,8,9,15,4,1,NA,NA,35000
2,10,9,15,3,1,1,4,5000
5,7,9,15,2,1,3,8,6000
11,10,9,15,3,3,2,4,3000
9,2,9,15,2,1,NA,NA,30000
5,12,9,15,2,1,1,3,20000
13,12,9,15,3,1,2,4,0
5,7,9,15,2,6,2,5,8300
3,12,9,15,3,2,NA,NA,1000
2,12,9,15,4,1,NA,NA,9000
7,10,9,15,2,1,NA,NA,5000
2,2,9,15,4,2,NA,NA,12000
7,2,9,15,9,4,NA,NA,0
5,12,9,15,3,6,1,4,3000
8,11,9,15,2,4,NA,NA,2000
2,4,9,15,4,1,NA,NA,1500
4,4,9,15,2,2,NA,NA,20000
11,4,9,15,2,1,1,7,0
4,7,9,15,4,2,NA,NA,5000
7,99,9,15,9,8,NA,NA,0
5,10,9,15,4,1,2,4,500
8,11,9,15,1,2,NA,NA,1000
2,5,9,15,3,1,NA,NA,8000
7,99,9,15,9,9,NA,NA,400000
13,3,9,15,1,6,1,6,0
5,7,9,15,1,5,2,5,20000
4,99,9,15,4,2,2,3,0
5,6,9,15,2,6,2,3,100
8,10,9,15,2,2,NA,NA,1000
2,7,9,15,2,1,5,4,22000
3,9,9,15,4,2,NA,NA,500
8,10,9,15,2,2,NA,NA,50
2,8,9,15,3,5,NA,NA,10000
2,10,9,15,3,1,NA,NA,3000
13,11,9,15,3,1,1,5,0
2,9,9,15,3,1,NA,NA,3000
7,9,9,15,2,4,NA,NA,NA
10,9,9,15,2,4,1,6,0
2,3,9,15,4,1,NA,NA,7000
5,6,9,15,1,1,2,3,3000
2,2,9,15,3,1,NA,NA,1200
2,9,9,15,4,1,NA,NA,7000
5,3,9,15,2,1,2,8,0
5,11,9,15,4,1,5,3,0
7,3,9,15,2,1,NA,NA,160000
5,10,9,15,3,6,1,4,8000
2,8,9,15,3,1,NA,NA,2500
7,99,9,15,9,8,NA,NA,0
10,4,9,15,2,1,1,6,NA
9,1,9,15,1,2,1,9,0
3,3,9,15,4,2,NA,NA,NA
2,10,9,15,1,1,NA,NA,3500
2,1,9,15,4,1,NA,NA,2000
10,99,9,15,2,5,1,4,NA
7,9,9,15,1,8,NA,NA,600
8,12,9,15,3,2,NA,NA,2300
3,1,9,15,4,1,NA,NA,300
7,9,9,15,1,2,NA,NA,350
8,10,9,15,1,2,NA,NA,10000
2,1,9,15,3,1,NA,NA,8000
3,2,9,15,4,2,NA,NA,3000
5,2,9,15,1,1,9,9,3000
2,12,9,15,1,1,NA,NA,2000
3,99,9,15,4,1,NA,NA,0
5,6,9,15,3,1,2,4,3000
2,9,9,15,1,1,NA,NA,8000
2,12,9,15,2,1,NA,NA,6000
9,2,9,15,1,3,1,4,6000
9,11,9,15,2,2,2,6,0
5,7,9,15,1,6,2,3,9999999
5,6,9,15,2,1,1,3,0
2,99,9,15,4,1,NA,NA,40000
2,4,9,15,2,1,NA,NA,15000
13,2,9,15,2,6,1,6,0
1,1,9,15,4,1,NA,NA,150000
2,3,9,15,3,4,NA,NA,8300
13,12,9,15,1,5,1,5,0
5,8,9,15,2,6,9,4,2500
6,1,9,15,4,1,NA,NA,200
8,12,9,15,4,1,NA,NA,2500
5,9,9,15,2,1,1,5,500
7,2,9,15,1,2,NA,NA,1200
13,1,9,15,3,6,1,4,0
3,12,9,15,3,1,NA,NA,2000
2,9,9,15,4,1,NA,NA,1500
5,11,9,15,1,6,2,8,1500
2,6,9,15,2,1,NA,NA,4000
3,9,9,15,4,1,NA,NA,300
3,12,9,15,4,2,NA,NA,30000
2,8,9,15,3,1,NA,NA,8000
13,10,9,15,1,8,1,5,5000
13,9,9,15,4,8,1,4,0
5,12,9,15,3,6,3,4,2500
13,12,9,15,3,6,1,6,0
1,10,9,15,4,1,NA,NA,35000
9,11,9,15,1,6,1,6,0
13,10,9,15,2,6,1,5,0
13,12,9,15,3,1,2,5,0
2,3,9,15,3,1,NA,NA,3000
10,9,9,15,1,2,1,5,0
8,9,9,15,1,2,NA,NA,1900
2,4,9,15,2,1,NA,NA,1000
7,10,9,15,2,1,NA,NA,2500
10,5,9,15,3,3,3,5,3000
11,6,9,15,4,3,5,8,0
2,2,9,15,3,1,NA,NA,NA
5,4,9,15,2,6,1,4,15000
2,9,9,15,2,1,NA,NA,1000
7,5,9,15,2,4,NA,NA,20000
2,5,9,15,1,1,NA,NA,10000
5,99,9,15,1,4,2,6,8000
13,8,9,15,2,6,1,6,0
8,12,9,15,3,2,NA,NA,2000
5,1,9,15,2,6,2,5,8500
2,2,9,15,2,1,NA,NA,3000
11,6,9,15,3,6,1,6,0
2,5,9,15,2,5,NA,NA,700
2,1,9,15,4,1,NA,NA,3000
2,7,9,15,4,1,NA,NA,1500
2,3,9,15,3,8,NA,NA,2000
7,12,9,15,2,2,NA,NA,3000
14,11,9,15,2,2,2,6,0
5,11,9,15,1,4,9,9,1000
3,10,9,15,2,1,NA,NA,1500
10,8,9,15,4,2,9,9,0
6,10,9,15,4,5,NA,NA,5000
5,8,9,15,2,6,9,9,4000
2,6,9,15,2,4,NA,NA,11500
7,99,9,15,9,8,NA,NA,0
7,3,9,15,9,5,NA,NA,500
10,12,9,15,9,1,1,4,0
15,3,9,15,1,6,1,4,0
2,11,9,15,4,1,NA,NA,3000
5,12,9,15,2,5,1,3,3000
2,10,9,15,4,1,NA,NA,20000
5,3,9,15,2,6,1,9,9999999
5,99,9,15,2,4,2,6,8000
2,9,9,15,1,1,NA,NA,10000
2,2,9,15,4,1,NA,NA,1500
2,6,9,15,4,1,NA,NA,50000
5,11,9,15,2,1,1,5,11000
3,99,9,15,4,2,NA,NA,NA
15,2,9,15,2,1,1,5,NA
2,9,9,15,2,1,NA,NA,15000
4,4,9,15,2,2,NA,NA,3000
5,11,9,15,2,6,9,9,6000
5,3,9,15,1,6,9,9,300
13,2,9,15,1,6,1,6,0
6,9,9,15,1,1,NA,NA,4500
9,2,9,15,1,1,1,5,NA
11,8,9,15,2,6,1,4,0
11,11,9,15,2,2,1,5,NA
3,2,9,15,4,1,NA,NA,1000
5,10,9,15,3,6,1,9,8000
11,8,9,15,2,6,1,4,0
10,99,9,15,9,2,1,7,0
2,7,9,15,3,1,NA,NA,2000
8,6,9,15,2,5,NA,NA,8000
5,3,9,15,3,6,5,4,300
9,9,9,15,1,2,1,4,0
6,12,9,15,2,1,3,5,7000
8,12,9,15,9,2,NA,NA,3500
3,99,9,15,1,1,NA,NA,3000
2,9,9,15,2,1,NA,NA,7000
5,8,9,15,2,6,9,9,4000
10,1,9,15,4,2,NA,NA,0
9,5,9,15,2,2,1,6,0
2,9,9,15,3,3,NA,NA,7000
2,8,9,15,2,1,NA,NA,7500
7,2,9,15,2,4,NA,NA,0
2,5,9,15,4,1,NA,NA,9000
5,1,9,15,3,1,1,3,80000
1,2,9,15,3,1,NA,NA,50000
2,8,9,15,3,1,NA,NA,4000
6,10,9,15,3,6,1,5,12000
1,2,9,15,4,1,NA,NA,150000
5,7,9,15,2,6,1,5,5000
2,3,9,15,3,1,NA,NA,15000
2,9,9,15,1,1,NA,NA,700
2,99,9,15,2,1,NA,NA,9999999
2,11,9,15,2,1,NA,NA,1500
2,4,9,15,2,1,NA,NA,1500
9,3,9,15,2,3,1,4,0
4,99,9,15,4,2,NA,NA,4000
2,8,9,15,4,1,NA,NA,350
2,6,9,15,3,1,NA,NA,25000
10,99,9,15,2,2,1,6,0
3,2,9,15,4,2,NA,NA,15000
4,3,9,15,4,2,NA,NA,300000
2,5,9,15,2,1,NA,NA,15000
2,3,9,15,3,1,NA,NA,700
4,1,9,15,4,2,NA,NA,50000
11,8,9,15,2,5,1,4,0
8,12,9,15,1,8,NA,NA,50000
9,9,9,15,2,3,2,5,20000
2,2,9,15,4,1,NA,NA,2000
6,6,9,15,2,6,NA,NA,30000
9,99,9,15,3,1,2,8,300
2,10,9,15,4,1,NA,NA,2000
2,7,9,15,1,1,NA,NA,40000
2,11,9,15,1,1,NA,NA,8000
2,12,9,15,2,1,NA,NA,30000
5,3,9,15,2,1,2,5,4000
3,1,9,15,4,2,NA,NA,NA
3,11,9,15,3,1,NA,NA,600
2,3,9,15,4,1,NA,NA,3000
5,1,9,15,2,6,9,9,50
11,10,9,15,2,1,1,6,0
2,3,9,15,1,1,NA,NA,8000
8,8,9,15,1,8,NA,NA,100
3,12,9,15,4,2,NA,NA,600
2,3,9,15,2,1,NA,NA,1000
7,99,9,15,9,9,NA,NA,250000
2,1,9,15,4,1,NA,NA,2000
9,5,9,15,2,1,NA,NA,5000
7,2,9,15,2,2,NA,NA,11000
2,3,9,15,1,1,1,6,6000
11,10,9,15,2,5,1,4,0
2,11,9,15,1,9,3,4,2000
5,3,9,15,1,6,3,3,6000
5,11,9,15,3,6,9,9,12000
2,99,9,15,3,1,NA,NA,10000
11,12,9,15,3,2,1,3,0
7,2,9,15,3,2,NA,NA,0
2,1,9,15,4,1,NA,NA,4000
2,4,9,15,4,1,NA,NA,4000
11,10,9,15,1,6,2,4,0
11,9,9,15,3,1,2,5,0
7,3,9,15,2,8,NA,NA,2500
5,9,9,15,4,1,2,8,3000
8,99,9,15,1,4,NA,NA,2000
13,1,9,15,2,1,1,6,0
3,6,9,15,3,1,NA,NA,12000
9,12,9,15,2,3,NA,NA,NA
10,5,9,15,1,1,2,4,NA
5,12,9,15,2,1,3,5,6000
3,5,9,15,2,5,NA,NA,500
7,6,9,15,3,2,NA,NA,8000
1,9,9,15,1,1,2,4,150000
2,11,9,15,3,5,NA,NA,120000
9,3,9,15,2,3,NA,NA,0
5,9,9,15,3,3,2,3,4500
11,9,9,15,4,4,3,4,0
8,8,9,15,1,2,NA,NA,1500
10,3,9,15,9,2,9,5,10000
5,3,9,15,1,6,9,9,5000
1,8,9,15,1,1,3,4,130000
2,5,9,15,1,1,NA,NA,1500
5,10,9,15,2,1,5,4,10000
2,11,9,15,2,1,NA,NA,10000
8,5,9,15,2,2,NA,NA,5000
5,8,9,15,3,1,2,5,500
5,12,9,15,3,1,6,4,15000
5,8,9,15,3,1,1,3,2000
5,6,9,15,3,1,2,4,800
2,5,9,15,4,1,NA,NA,1500
8,8,9,15,1,5,NA,NA,3000
7,5,9,15,2,1,NA,NA,1000
5,3,9,15,2,1,1,4,23000
2,9,9,15,4,1,NA,NA,80000
5,7,9,15,2,1,1,3,12000
5,1,9,15,1,1,3,5,4000
9,3,9,15,2,2,1,5,0
7,7,9,15,2,1,NA,NA,200
5,7,9,15,2,1,2,4,6000
6,10,9,15,3,4,NA,NA,10000
5,10,9,15,3,5,9,9,5000
8,99,9,15,1,2,NA,NA,10000
2,7,9,15,2,1,NA,NA,6000
2,3,9,15,2,5,NA,NA,900
6,7,9,15,9,3,NA,NA,1600
10,4,9,15,3,3,4,5,2000
7,7,9,15,3,4,NA,NA,NA
5,6,9,15,2,3,1,9,0
13,4,9,15,2,1,2,5,0
5,6,9,15,2,1,3,8,20000
2,5,9,15,3,1,NA,NA,2600
13,5,9,15,2,8,1,6,0
3,12,9,15,3,1,NA,NA,1000
2,11,9,15,2,5,NA,NA,4000
4,6,9,15,1,2,NA,NA,20000
4,3,9,15,9,2,9,5,9999999
6,11,9,15,3,3,NA,NA,3000
5,1,9,15,1,1,2,4,1000
2,2,9,15,3,1,NA,NA,1000
7,12,9,15,3,3,NA,NA,1000
8,3,9,15,2,1,NA,NA,23000
5,11,9,15,1,1,3,5,1700
7,9,9,15,2,2,NA,NA,NA
5,12,9,15,2,1,9,9,17000
6,12,9,15,4,1,NA,NA,80000
7,9,9,15,1,2,NA,NA,NA
10,99,9,15,2,1,1,6,NA
2,10,9,15,1,1,NA,NA,7000
5,11,9,15,2,5,1,3,6000
5,99,9,15,1,6,4,3,5000
2,5,9,15,4,1,NA,NA,9000
2,11,9,15,3,1,NA,NA,3000
13,10,9,15,2,3,1,4,0
7,1,9,15,2,8,NA,NA,5000
13,12,9,15,2,6,1,6,0
3,99,9,15,4,1,NA,NA,100
2,1,9,15,2,1,NA,NA,5000
13,12,9,15,1,6,1,5,0
8,12,9,15,1,2,NA,NA,3000
9,3,9,15,2,1,2,3,0
5,2,9,15,1,6,4,4,4000
2,10,9,15,3,5,NA,NA,9999999
7,11,9,15,1,2,NA,NA,0
2,11,9,15,2,1,NA,NA,5000
13,3,9,15,1,1,1,6,0
2,9,9,15,2,1,NA,NA,5000
1,10,9,15,2,1,NA,NA,20000
2,12,9,15,3,1,NA,NA,2500
7,7,9,15,9,8,NA,NA,0
9,12,9,15,3,2,2,9,NA
5,8,9,15,1,6,9,9,14000
10,5,9,15,2,2,1,4,0
5,3,9,15,3,1,1,3,1000
5,11,9,15,2,6,3,4,8000
2,3,9,15,3,1,NA,NA,10000
4,9,9,15,1,2,NA,NA,0
2,10,9,15,4,1,NA,NA,2800
13,8,9,15,1,6,1,6,0
13,7,9,15,2,1,3,5,0
13,12,9,15,2,5,1,6,0
2,6,1,5,4,1,NA,NA,NA
8,9,1,5,2,3,NA,NA,150
3,4,1,5,4,2,NA,NA,0
13,4,1,5,1,3,2,8,NA
3,2,1,5,3,2,NA,NA,0
3,12,1,5,2,1,NA,NA,5000
3,12,1,5,4,2,NA,NA,200
10,12,1,5,3,3,1,9,0
7,11,1,5,2,2,NA,NA,9999999
4,11,1,5,2,2,NA,NA,NA
9,7,1,5,2,2,1,5,NA
2,3,1,5,4,1,NA,NA,1000
7,12,1,5,3,2,NA,NA,1500
3,6,1,5,4,2,NA,NA,500
9,3,1,5,2,2,1,9,NA
4,10,1,5,3,2,NA,NA,NA
4,11,1,5,4,2,NA,NA,5000
4,8,1,5,2,2,NA,NA,6000
10,7,1,5,1,3,2,5,NA
2,12,1,5,4,1,NA,NA,5000
3,7,1,5,4,2,NA,NA,500
3,2,1,5,3,2,NA,NA,NA
13,1,1,5,2,1,3,4,0
2,11,1,5,3,1,NA,NA,1500
3,8,1,5,9,1,NA,NA,4000
3,12,1,5,4,2,NA,NA,200
8,3,1,5,2,2,NA,NA,30000
3,2,1,5,3,2,NA,NA,NA
3,7,1,5,3,1,NA,NA,200
8,7,1,5,1,4,NA,NA,5000
2,12,1,5,4,2,NA,NA,1200
9,1,1,5,3,1,1,7,0
2,9,1,5,4,2,NA,NA,400
8,11,1,5,2,2,NA,NA,11000
9,12,1,5,2,2,1,4,0
2,2,1,5,3,1,NA,NA,2000
13,2,1,5,2,6,1,5,0
3,7,1,5,3,2,NA,NA,9999999
